year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mark,model
2011,440000,60.0,Diesel,Individual,Manual,Second Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2011,250000,55.13,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2014,330000,22.0,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90  @ 3500 ,5,Maruti,Wagon
2010,250000,48.0,Petrol,Individual,Manual,First Owner,15.0,1196,70.0,102  @ 4000 ,5,Ford,Figo
2012,335000,45.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.85,113.7  @ 4000 ,5,Hyundai,i20
2016,1025000,22.522,Diesel,Dealer,Manual,First Owner,16.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2012,320000,51.856,Petrol,Dealer,Manual,Third Owner,18.0,1197,80.0,"11.4 @ 4,000  ",5,Hyundai,i20
2018,800000,25.0,Diesel,Individual,Manual,First Owner,25.0,1498,98.6,200  @ 1750 ,5,Honda,WR-V
2016,375000,34.5,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90  @ 3500 ,5,Maruti,Wagon
2012,140000,20.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2019,550000,3.0,Petrol,Individual,Manual,First Owner,20.1,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Xcent
2019,670000,20.0,Petrol,Individual,Manual,First Owner,19.0,1199,88.76,110  @ 4800 ,5,Honda,Amaze
2018,950000,35.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205  @ 1750-3250 ,5,Ford,EcoSport
2010,300000,60.0,Diesel,Individual,Manual,First Owner,18.0,1991,147.9,327  @ 2600 ,5,Chevrolet,Cruze
2017,1150000,6.825,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,145  @ 4600 ,5,Honda,City
2018,375000,50.0,Other,Individual,Manual,First Owner,30.72,1196,61.7,85  @ 3000 ,5,Maruti,Eeco
2016,600000,13.5,Petrol,Individual,Manual,First Owner,17.0,1373,91.1,130  @ 4000 ,7,Maruti,Ertiga
2008,700000,260.0,Diesel,Individual,Manual,First Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2018,600000,65.0,Diesel,Individual,Manual,First Owner,25.0,1186,73.97,190.25nm @ 1750-2250 ,5,Hyundai,Xcent
2016,590000,40.0,Petrol,Individual,Manual,Second Owner,20.7,1373,91.1,130  @ 4000 ,5,Maruti,Ciaz
2019,420000,30.0,Petrol,Individual,Manual,First Owner,20.0,1086,68.0,99  @ 4500 ,5,Hyundai,Santro
2016,1950000,120.0,Diesel,Individual,Manual,First Owner,13.0,2477,175.56,400  @ 2000-2500 ,7,Mitsubishi,Pajero
2013,541000,112.011,Diesel,Individual,Manual,First Owner,13.9,2179,138.1,320  @ 1700-2700 ,7,Tata,New
2015,900000,125.0,Diesel,Individual,Manual,First Owner,12.9,2494,100.6,200  @ 1400-3400 ,7,Toyota,Innova
2009,250000,43.0,Diesel,Individual,Manual,First Owner,18.0,1248,90.0,200  @ 1750-3000 ,5,Tata,Manza
2019,670000,53.534,Diesel,Individual,Manual,First Owner,15.9,2523,62.1,195  @ 1400-2200 ,7,Mahindra,Bolero
2019,530000,20.0,Petrol,Individual,Manual,First Owner,20.0,1199,83.81,114  @ 3500 ,5,Tata,Tigor
2013,550000,70.0,Diesel,Individual,Manual,Third Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2015,650000,150.0,Diesel,Individual,Manual,First Owner,15.0,1997,120.0,280  @ 1800-2800 ,7,Mahindra,Scorpio
2012,180000,100.0,Diesel,Individual,Manual,Second Owner,19.0,1405,70.0,135.4  @ 2500 ,5,Tata,Indica
2015,585000,50.0,Diesel,Individual,Manual,First Owner,16.5,2498,105.0,247  @ 1800-2000 ,7,Mahindra,Thar
2013,345000,120.0,Petrol,Individual,Manual,Second Owner,18.0,1197,82.85,113.7  @ 4000 ,5,Hyundai,i20
2013,350000,110.0,Diesel,Individual,Manual,Third Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2012,250000,120.0,Diesel,Individual,Manual,First Owner,15.4,1405,70.0,135  @ 2500 ,7,Tata,Venture
2007,409999,248.119,Diesel,Individual,Manual,Fourth & Above Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2017,325000,16.5,Petrol,Individual,Manual,Second Owner,23.0,999,67.0,91  @ 4250 ,5,Renault,KWID
2016,350000,9.9,Petrol,Individual,Manual,First Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2012,180000,80.0,Petrol,Individual,Manual,Third Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2010,150000,100.0,Petrol,Individual,Manual,Second Owner,16.0,1368,90.0,115  @ 4500 ,5,Fiat,Linea
2020,700000,20.0,Petrol,Individual,Manual,First Owner,23.2,1197,88.5,113nm @ 4400 ,5,Maruti,Dzire
2016,795000,90.0,Diesel,Individual,Manual,First Owner,28.0,1248,88.5,200  @ 1750 ,5,Maruti,Ciaz
2019,950000,15.0,Diesel,Individual,Manual,First Owner,16.5,2498,105.0,247  @ 1800-2000 ,6,Mahindra,Thar
2011,160000,140.0,Diesel,Individual,Manual,First Owner,21.0,1248,73.9,190  @ 2000 ,5,Maruti,Ritz
2012,300000,120.0,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4 @ 1750-2750 ,5,Hyundai,i20
2015,549000,90.0,Diesel,Individual,Manual,First Owner,20.7,1248,88.76,200  @ 1750 ,7,Maruti,Ertiga
2018,3000000,20.0,Diesel,Individual,Automatic,First Owner,20.3,1968,143.0,320  @ 1750-3000 ,5,Audi,A3
2015,1200000,61.0,Diesel,Individual,Manual,First Owner,12.9,2494,100.6,200  @ 1200-3600 ,7,Toyota,Innova
2012,570000,100.0,Diesel,Individual,Manual,Second Owner,21.0,1461,78.0,240  @ 2000 ,5,Renault,Fluence
2009,375000,100.0,Diesel,Individual,Manual,First Owner,18.0,1493,110.0,"24 @ 1,900-2,750 @  )",5,Hyundai,Verna
2009,300000,170.0,Diesel,Individual,Manual,Third Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2013,350000,100.0,Petrol,Individual,Manual,Second Owner,16.7,1496,88.73,132  @ 3000 ,5,Toyota,Etios
2011,400000,120.0,Diesel,Individual,Manual,Second Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2015,434999,50.0,Diesel,Individual,Manual,First Owner,20.1,1498,88.8,230  @ 1500-2500 ,5,Volkswagen,Polo
2015,260000,25.0,Petrol,Individual,Manual,First Owner,22.7,796,47.3,69  @ 3500 ,5,Maruti,Alto
2013,459999,80.0,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2011,210000,100.0,Diesel,Individual,Manual,Second Owner,21.0,1248,73.9,113  @ 4500 ,5,Maruti,Ritz
2015,540000,93.0,Petrol,Individual,Manual,Second Owner,20.8,1197,83.14,115  @ 4000 ,5,Maruti,Swift
2017,710000,50.0,Diesel,Individual,Manual,First Owner,24.5,1248,88.5,200  @ 1750 ,7,Maruti,Ertiga
2019,990000,19.6,Diesel,Individual,Manual,First Owner,22.0,1396,88.7,219.7  @ 1500-2750 ,5,Hyundai,Creta
2017,362000,104.0,Petrol,Individual,Manual,First Owner,15.6,1193,64.1,100  @ 2700 ,5,Tata,Indigo
2017,880000,33.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205  @ 1750-3250 ,5,Ford,EcoSport
2017,700000,60.0,Diesel,Individual,Manual,First Owner,18.4,1493,100.0,240  @ 1600-2800 ,7,Mahindra,TUV
2016,600000,60.0,Diesel,Individual,Manual,First Owner,15.9,2523,63.0,180  @ 1440-1500 ,9,Mahindra,Bolero
2015,700000,40.0,Petrol,Individual,Manual,First Owner,13.2,1598,102.5,145  @ 3750 ,5,Nissan,Terrano
2016,400000,60.0,Diesel,Individual,Manual,First Owner,27.2,1047,69.0,140  @ 1800-3000 ,5,Tata,Tiago
2010,165000,80.0,Other,Individual,Manual,First Owner,18.48,1495,93.7,124.5  @ 3500 ,5,Hyundai,Accent
2007,350000,376.412,Diesel,Individual,Manual,Second Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2012,180000,70.0,Petrol,Individual,Manual,First Owner,17.9,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2012,170000,90.0,Petrol,Individual,Manual,Third Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2014,370000,183.0,Diesel,Individual,Manual,First Owner,15.9,2523,63.0,180  @ 1440-1500 ,9,Mahindra,Bolero
2018,800000,27.0,Diesel,Individual,Manual,First Owner,24.0,1248,88.5,200  @ 1750 ,5,Maruti,Vitara
2017,900000,35.0,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205  @ 1750-3250 ,5,Ford,EcoSport
2013,390000,120.0,Diesel,Individual,Manual,First Owner,22.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2014,445000,80.0,Diesel,Individual,Manual,Second Owner,23.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2014,459999,70.0,Diesel,Individual,Manual,Fourth & Above Owner,23.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2013,275000,55.0,Other,Individual,Manual,First Owner,20.16,998,61.7,85  @ 3500 ,5,Maruti,Wagon
2009,200000,120.0,Diesel,Individual,Manual,Second Owner,21.0,1248,73.9,113  @ 4500 ,5,Maruti,Ritz
2012,350000,72.0,Petrol,Individual,Manual,Second Owner,17.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2007,95000,120.0,Diesel,Individual,Manual,Second Owner,12.0,2092,127.0,"20 @ 3,750 @  )",7,Tata,New
2014,550000,250.0,Diesel,Individual,Manual,First Owner,23.5,1364,67.04,170  @ 1800-2400 ,5,Toyota,Etios
2016,900000,100.0,Diesel,Individual,Manual,First Owner,13.5,2499,72.4,171  @ 1800 ,9,Chevrolet,Tavera
2013,350000,120.0,Diesel,Individual,Manual,Second Owner,15.0,2956,83.83,250  @ 1000-2000 ,7,Tata,Sumo
2014,455999,32.0,Petrol,Individual,Manual,First Owner,18.0,1197,82.0,114  @ 4000 ,5,Hyundai,Grand
2008,129000,60.0,Petrol,Individual,Manual,First Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2018,840000,30.0,Diesel,Individual,Manual,First Owner,19.8,1461,83.14,200  @ 1750 ,5,Nissan,Terrano
2010,235000,100.0,Diesel,Individual,Manual,Second Owner,13.9,2179,138.1,320  @ 1700-2700 ,7,Tata,New
2016,700000,50.0,Diesel,Individual,Manual,First Owner,18.4,1493,100.0,240  @ 1600-2800 ,7,Mahindra,TUV
2018,528000,5.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.86,113.75nm @ 4000 ,5,Hyundai,Grand
2017,1500000,12.0,Diesel,Individual,Manual,First Owner,17.0,1956,170.0,350  @ 1750-2500 ,5,Jeep,Compass
2016,600000,70.0,Diesel,Individual,Manual,First Owner,15.9,2523,63.0,180  @ 1440-1500 ,9,Mahindra,Bolero
2007,102000,50.0,Petrol,Individual,Manual,Second Owner,15.2,1150,74.9,110  @ 4400 ,5,Chevrolet,Aveo
2014,750000,70.0,Diesel,Individual,Manual,Second Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2015,650000,50.0,Petrol,Individual,Manual,First Owner,21.0,1197,83.1,115  @ 4000 ,5,Maruti,Baleno
2012,310000,40.0,Petrol,Individual,Manual,First Owner,16.4,1198,73.9,110  @ 3750 ,5,Volkswagen,Polo
2014,480000,30.0,Petrol,Individual,Manual,First Owner,19.0,1197,82.0,114  @ 4000 ,5,Hyundai,Xcent
2018,320000,15.0,Petrol,Individual,Manual,First Owner,24.0,796,47.3,69  @ 3500 ,5,Maruti,Alto
2015,750000,40.0,Petrol,Individual,Manual,First Owner,17.0,1497,117.3,145  @ 4600 ,5,Honda,City
2017,370000,40.0,Petrol,Individual,Manual,First Owner,19.4,1198,67.04,104  @ 4000 ,5,Nissan,Micra
2013,320000,60.0,Petrol,Individual,Manual,Fourth & Above Owner,18.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2013,420000,67.0,Petrol,Individual,Manual,First Owner,18.0,1197,85.8,114  @ 4000 ,5,Maruti,Swift
2010,240000,60.0,Petrol,Individual,Manual,Second Owner,17.0,1298,85.8,114  @ 4000 ,5,Maruti,Swift
2017,220000,60.0,Petrol,Individual,Manual,First Owner,22.0,999,67.0,91  @ 4250 ,5,Datsun,RediGO
2016,350000,30.0,Petrol,Individual,Manual,First Owner,23.8,1199,84.0,114  @ 3500 ,5,Tata,Tiago
2018,675000,40.0,Diesel,Individual,Manual,First Owner,25.0,1498,98.6,200  @ 1750 ,5,Honda,Amaze
2016,434999,50.0,Petrol,Individual,Manual,Second Owner,18.1,1197,78.8,104  @ 3100 ,5,Toyota,Etios
2006,125000,200.0,Petrol,Individual,Automatic,Third Owner,13.0,1997,141.1,190  @ 4200 ,5,Honda,CR-V
2016,400000,14.0,Petrol,Individual,Manual,Second Owner,18.1,1198,82.0,115  @ 3500-3600 ,6,Mahindra,KUV
2015,425000,70.0,Diesel,Individual,Manual,First Owner,13.5,2499,72.4,171  @ 1800 ,9,Chevrolet,Tavera
2010,311000,94.0,Diesel,Individual,Manual,Second Owner,21.0,1248,75.0,190  @ 2000 ,5,Maruti,Ritz
2015,509999,197.0,Diesel,Individual,Manual,First Owner,13.5,2499,72.4,171  @ 1800 ,10,Chevrolet,Tavera
2015,530000,79.0,Diesel,Individual,Manual,Second Owner,25.8,1498,99.0,215  @ 1750-3000 ,5,Ford,Figo
2008,210000,120.0,Diesel,Individual,Manual,Second Owner,18.0,1896,66.0,210 / 1900,5,Skoda,Octavia
2019,977000,30.0,Diesel,Individual,Manual,First Owner,17.0,1497,121.0,300  @ 1750-2500 ,8,Mahindra,Marazzo
2018,440000,20.0,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90  @ 3500 ,5,Maruti,Wagon
2018,440000,17.0,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90  @ 3500 ,5,Maruti,Wagon
2018,655000,20.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2016,295000,60.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2007,65000,70.0,Petrol,Individual,Manual,Third Owner,15.0,1086,66.6,"10.4 @ 3,200 @  )",5,Hyundai,Getz
2017,1200000,150.0,Diesel,Individual,Manual,First Owner,17.0,2179,153.86,400  @ 1750-2500 ,7,Tata,Hexa
2017,1251000,35.0,Diesel,Individual,Manual,First Owner,17.0,2179,153.86,400  @ 1750-2500 ,7,Tata,Hexa
2010,200000,60.0,Diesel,Individual,Manual,First Owner,23.0,1396,69.0,140  @ 1800-3000 ,5,Tata,Indigo
2018,400000,60.0,Other,Individual,Manual,First Owner,37.24,998,58.16,77  @ 3500 ,5,Maruti,Wagon
2017,475000,57.0,Petrol,Individual,Manual,First Owner,17.0,1198,86.7,109  @ 4500 ,5,Honda,Amaze
2012,110000,120.0,Diesel,Individual,Manual,Second Owner,17.0,1405,70.0,13.5 @ 2500 @  ),5,Tata,Indigo
2017,350000,30.0,Petrol,Individual,Manual,First Owner,23.0,999,67.0,91  @ 4250 ,5,Renault,KWID
2016,450000,175.0,Diesel,Individual,Manual,First Owner,23.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2010,150000,90.0,Diesel,Individual,Manual,First Owner,17.0,1405,70.0,"13.5 @ 2,500 @  )",5,Tata,Indigo
2009,80000,110.0,Diesel,Individual,Manual,Second Owner,17.0,1396,53.5,"8.5 @ 2,500 @  )",5,Tata,Indica
2015,430000,35.0,Petrol,Individual,Manual,Second Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2017,1450000,81.0,Diesel,Individual,Manual,First Owner,13.6,2393,147.8,343  @ 1400-2800 ,7,Toyota,Innova
2017,1445000,60.0,Diesel,Individual,Automatic,First Owner,17.0,2179,153.86,400  @ 1750-2500 ,7,Tata,Hexa
2016,670000,60.0,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200  @ 1750 ,5,Honda,City
2016,2000000,70.0,Petrol,Individual,Automatic,First Owner,13.0,1991,183.0,300  @ 1200-1400 ,5,Mercedes-Benz,GLA
2015,440000,50.0,Diesel,Individual,Manual,First Owner,25.0,1498,98.6,200  @ 1750 ,5,Honda,Amaze
2018,530000,65.0,Petrol,Individual,Manual,First Owner,19.0,1198,67.05,104  @ 4000 ,7,Datsun,GO
2013,280000,80.0,Diesel,Individual,Manual,Second Owner,22.0,1199,73.9,180  @ 2000 ,5,Volkswagen,Polo
2017,725000,35.0,Petrol,Individual,Automatic,First Owner,21.2,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2007,90000,70.0,Petrol,Individual,Manual,First Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Zen
2015,287000,100.0,Petrol,Individual,Manual,Second Owner,19.8,1086,68.05,99.04  @ 4500 ,5,Hyundai,i10
2018,1380000,55.0,Petrol,Individual,Automatic,First Owner,14.0,1591,121.3,151NM @ 4850 ,5,Hyundai,Creta
2013,750000,80.0,Diesel,Individual,Manual,Second Owner,12.9,2494,100.6,200  @ 1200-3600 ,7,Toyota,Innova
2016,650000,40.0,Petrol,Individual,Manual,First Owner,17.4,1396,105.5,135.3  @ 5000 ,5,Hyundai,Verna
2013,240000,108.916,Petrol,Individual,Manual,Second Owner,20.5,998,67.04,90  @ 3500 ,5,Maruti,Wagon
2014,229999,80.0,Petrol,Individual,Manual,First Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2016,1000000,50.0,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200  @ 1750 ,5,Honda,City
2012,200000,90.0,Petrol,Individual,Manual,Second Owner,17.9,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2004,90000,70.0,Petrol,Individual,Manual,Fourth & Above Owner,19.0,796,46.3,62  @ 3000 ,5,Maruti,Alto
2012,330000,90.0,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4 @ 1750-2750 ,5,Hyundai,i20
2009,200000,70.0,Diesel,Individual,Manual,First Owner,21.0,1248,73.9,113  @ 4500 ,5,Maruti,Ritz
2018,420000,31.0,Diesel,Individual,Manual,First Owner,25.3,1198,77.0,190  @ 1750-2250 ,6,Mahindra,KUV
2009,260000,120.0,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2016,590000,40.0,Petrol,Individual,Manual,First Owner,18.0,1197,81.83,114.7  @ 4000 ,5,Hyundai,i20
2015,545000,180.0,Diesel,Individual,Manual,First Owner,25.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2011,210000,90.0,Petrol,Individual,Manual,Second Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2008,185000,110.0,Petrol,Individual,Manual,Second Owner,17.0,1497,78.0,"12.7 @ 2,700 @  )",5,Honda,City
2006,125000,59.0,Petrol,Individual,Manual,Second Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2014,280000,60.0,Petrol,Individual,Manual,Second Owner,21.0,814,55.2,74.5  @ 4000 ,5,Hyundai,EON
2005,98000,70.0,Petrol,Individual,Manual,Second Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2009,100000,190.0,Diesel,Individual,Manual,First Owner,17.0,1405,71.0,135  @ 2500  ,5,Tata,Indica
2013,250000,180.0,Diesel,Individual,Manual,First Owner,20.0,1461,64.1,160  @ 2000 ,5,Mahindra,Verito
2010,750000,150.0,Diesel,Individual,Manual,Second Owner,11.0,2982,171.0,343  @ 1400-3400 ,7,Toyota,Fortuner
2007,160000,130.0,Diesel,Individual,Manual,Second Owner,16.5,1991,123.7,305  @ 2000 ,5,Chevrolet,Optra
2013,509999,120.0,Diesel,Individual,Automatic,Second Owner,22.3,1582,126.3,259.9  @ 1900-2750 ,5,Hyundai,Verna
2009,95000,80.0,Diesel,Individual,Manual,Second Owner,17.8,1396,52.8,85  @ 2500 ,5,Tata,Indica
2014,525000,80.0,Diesel,Individual,Manual,Second Owner,22.3,1582,126.32,259.8  @ 1900-2750 ,5,Hyundai,Verna
2017,278000,20.0,Petrol,Individual,Manual,First Owner,22.0,999,67.0,91  @ 4250 ,5,Datsun,RediGO
1997,50000,60.0,Petrol,Individual,Manual,Second Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2011,254999,120.0,Diesel,Individual,Manual,Third Owner,22.0,1199,73.9,180  @ 2000 ,5,Volkswagen,Polo
2018,950000,51.0,Diesel,Individual,Manual,First Owner,25.0,1248,88.5,200  @ 1750 ,5,Maruti,S-Cross
2007,229999,60.0,Petrol,Individual,Manual,Third Owner,17.0,1497,78.0,"12.7 @ 2,700 @  )",5,Honda,City
2009,600000,220.0,Diesel,Individual,Manual,First Owner,12.0,2494,102.0,20.4 @ 1400-3400 @  ),8,Toyota,Innova
2017,330000,20.0,Petrol,Individual,Manual,First Owner,24.0,796,47.3,69  @ 3500 ,5,Maruti,Alto
2017,350000,40.0,Petrol,Individual,Manual,First Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2016,560000,35.0,Petrol,Individual,Manual,First Owner,16.0,1199,74.0,110  @ 3000-4300 ,5,Volkswagen,Polo
2017,440000,30.0,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90  @ 3500 ,5,Maruti,Wagon
2011,220000,90.0,Petrol,Individual,Manual,Second Owner,19.0,998,66.1,90  @ 3500 ,5,Maruti,A-Star
2015,800000,140.0,Diesel,Individual,Manual,First Owner,15.0,2179,140.0,330  @ 1600-2800 ,7,Mahindra,XUV500
2007,59259,104.0,Diesel,Individual,Manual,Second Owner,17.0,1396,53.5,"8.5 @ 2,500 @  )",5,Tata,Indica
2015,450000,53.0,Diesel,Individual,Manual,First Owner,24.0,1120,70.0,160  @ 1500-2750 ,5,Hyundai,Grand
2015,750000,16.0,Diesel,Individual,Manual,First Owner,18.0,2523,63.0,182.5  @ 1500-1800 ,7,Mahindra,Thar
2019,780000,7.2,Petrol,Individual,Manual,First Owner,21.0,998,100.5,150  @ 1700-4500 ,5,Maruti,Baleno
2011,320000,77.0,Diesel,Individual,Manual,Second Owner,22.0,1199,73.9,180  @ 2000 ,5,Volkswagen,Polo
2017,690000,40.0,Diesel,Individual,Manual,First Owner,25.3,1198,77.0,190  @ 1750-2250 ,6,Mahindra,KUV
2012,375000,70.0,Diesel,Individual,Manual,Second Owner,19.0,1248,73.9,190  @ 2000 ,5,Maruti,Swift
2017,620000,50.0,Petrol,Individual,Manual,First Owner,18.1,1196,86.8,112  @ 4000 ,5,Ford,Figo
2015,300000,85.0,Other,Individual,Manual,First Owner,18.83,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2016,370000,58.0,Petrol,Individual,Manual,Second Owner,15.3,1196,73.0,101  @ 3000 ,7,Maruti,Eeco
2013,770000,85.0,Diesel,Individual,Manual,First Owner,16.5,2498,105.0,247  @ 1800-2000 ,7,Mahindra,Thar
2014,500000,65.0,Petrol,Individual,Manual,First Owner,19.0,1197,81.86,113.75  @ 4000 ,5,Hyundai,Xcent
2017,450000,120.0,Diesel,Individual,Manual,First Owner,25.3,1198,77.0,190  @ 1750-2250 ,6,Mahindra,KUV
2013,195000,50.0,Petrol,Individual,Manual,Second Owner,17.9,1086,62.1,96.1  @ 3000 ,5,Hyundai,Santro
2018,472000,30.0,Petrol,Individual,Automatic,First Owner,20.5,998,67.0,90  @ 3500 ,5,Maruti,Wagon
2014,250000,58.0,Petrol,Individual,Manual,Second Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2011,165000,70.0,Diesel,Individual,Manual,Second Owner,25.4,936,57.6,150  @ 1750 ,5,Chevrolet,Beat
2018,525000,110.0,Diesel,Individual,Manual,Second Owner,20.6,1248,88.7,190  @ 1750-3000 ,5,Tata,Zest
2003,145000,65.0,Petrol,Individual,Manual,Third Owner,18.0,998,67.1,90  @ 3500 ,5,Maruti,Wagon
2014,310000,90.0,Diesel,Individual,Manual,Second Owner,19.6,1399,67.0,160  @ 2000 ,5,Ford,Classic
2008,250000,200.0,Diesel,Individual,Manual,First Owner,13.0,2523,63.0,180  @ 1440-1500 ,7,Mahindra,Bolero
2014,330000,100.0,Diesel,Individual,Manual,Second Owner,19.6,1399,67.0,160  @ 2000 ,5,Ford,Classic
2012,250000,80.0,Diesel,Individual,Manual,Second Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2017,650000,60.0,Diesel,Individual,Automatic,First Owner,17.4,1493,100.0,240  @ 1600-2800 ,7,Mahindra,NuvoSport
2016,305000,40.0,Petrol,Individual,Manual,First Owner,23.9,998,67.05,90  @ 3500 ,5,Maruti,Alto
2015,600000,50.0,Diesel,Individual,Manual,First Owner,26.2,1248,88.5,200  @ 1750 ,5,Maruti,Ciaz
2015,280000,110.0,Petrol,Individual,Manual,First Owner,20.5,998,67.04,90  @ 3500 ,5,Maruti,Wagon
2011,153000,50.0,Diesel,Individual,Manual,Second Owner,23.5,1396,70.0,140  @ 1800-3000 ,5,Tata,Indigo
2018,700000,30.0,Diesel,Individual,Manual,First Owner,18.4,1493,100.0,240  @ 1600-2800 ,7,Mahindra,TUV
2017,325000,40.0,Petrol,Individual,Manual,First Owner,25.1,799,53.3,72  @ 4386 ,5,Renault,KWID
2006,155000,70.0,Petrol,Individual,Manual,Second Owner,16.0,796,37.0,59  @ 2500 ,4,Maruti,800
2012,235000,80.0,Petrol,Individual,Manual,Third Owner,20.9,998,67.1,90  @ 3500 ,5,Maruti,Alto
2016,500000,15.0,Petrol,Individual,Manual,First Owner,20.0,1197,81.8,113  @ 4200 ,5,Maruti,Swift
2016,675000,88.0,Diesel,Dealer,Automatic,First Owner,21.6,1498,103.52,250  @ 1500-2500 ,5,Skoda,Rapid
2014,950000,80.0,Diesel,Dealer,Manual,First Owner,12.9,2494,100.6,200  @ 1200-3600 ,7,Toyota,Innova
2018,1051000,59.865,Diesel,Dealer,Manual,First Owner,15.0,2179,152.87,360  @ 1750-2800 ,7,Mahindra,XUV500
2016,591000,60.0,Diesel,Dealer,Manual,First Owner,21.4,1498,108.5,250nm @ 1500-3000 ,5,Volkswagen,Polo
2015,585000,72.0,Diesel,Dealer,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2017,1025000,68.14,Petrol,Dealer,Automatic,First Owner,18.0,1497,117.6,145  @ 4600 ,5,Honda,City
2014,450000,53.19,Diesel,Dealer,Manual,First Owner,28.0,1248,74.0,190  @ 2000 ,5,Maruti,Swift
2014,484999,70.1,Diesel,Dealer,Manual,First Owner,22.5,1396,88.73,219.7  @ 1500-2750 ,5,Hyundai,i20
2018,650000,47.725,Diesel,Dealer,Manual,First Owner,27.0,1498,98.6,200  @ 1750 ,5,Honda,Jazz
2014,434999,70.195,Diesel,Dealer,Manual,Second Owner,28.0,1248,74.02,190  @ 2000 ,5,Maruti,Swift
2011,195000,77.395,Diesel,Dealer,Manual,Second Owner,20.0,1399,68.0,160  @ 2000 ,5,Ford,Figo
2019,1000000,17.0,Diesel,Dealer,Manual,First Owner,17.0,1497,121.0,300  @ 1750-2500 ,8,Mahindra,Marazzo
2013,650000,64.0,Diesel,Dealer,Automatic,First Owner,14.6,1498,113.42,250nm @ 1500-2750 ,5,Hyundai,Elantra
